HH_ZeroBasedRecordID	GENDER	COMBINED AGE	EDUCATION MODEL	MARITAL STATUS	OCCUPATION GROUP V2	CITY NAME	STATE ABBREVIATION	Political Contributor	Religious Contributor	MAIL RESPONDER	Opportunity seeker	DWELLING UNIT SIZE	DWELLING TYPE	Num_Adults in LU	Religious Magazine	Upscale Merch Buyer	General Contributor	General Merch buyer	Gifts and Gadgets Buyer	Gardening Buyer	Gardening Magazinr	Sports Magazine Male	News and finance	fitness magazine	Health Contributor	Male Merch Buyer	Female Orient Magazine	Culinary Magazine	D-I-Yers	Crafts Hobby Buyer	Female Merch buyer	Special Foods Buyer	Family Magazine	CHILDREN: AGE 0-18 VERSION 3	LENGTH OF RESIDENCE	HTZ_CUSTID	HTZ_CITY	HTZ_ZIP	HTZ_STATE	EST HOUSEHOLD INCOME V5	CURRENT_TIER	GPR_ENROLL_DATE	EMAIL_OPTIN	AP_RNTLS	OAP_RNTLS	INS_ANCIL_RNTLS	NONINS_ANCIL_RNTLS	EARNED_PTS	D_RNTLS	ID_RNTLS	NUM_1D_RNTLS	NUM_2D_RNTLS	NUM_3D_RNTLS	NUM_4D_RNTLS	NUM_5D_RNTLS	NUM_GT5D_RNTLS	REVENUE	NUM_RENTALS
38186427	M	E66	52	1M	I9	DULUTH	GA	0	0	M	0	A	S	3	0	0	0	0	0	0	1	2	0	6	2	0	0	2	0	0	0	1	1	5U	27	204329362	JOHNS CREEK	30097179420	GA 	F	RG	10/19/1994	N	6	6	0	0	2368	5	7	0	3	2	1	0	12	1838.25	12
31985616	F	E41	53	5M	I3	RALEIGH	NC	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	9	204329366	RALEIGH	27613122104	NC 	J	RG	7/15/2008	Y	1	0	0	0	643	1	0	1	0	0	0	0	0	73	1
123606495	M	E53	54	1M	I1	SAN MATEO	CA	0	0	U	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	28	204329386	FOSTER CITY	94404192251	CA 	J	RG	7/8/1991	Y	1	1	0	0	0	1	1	0	0	0	1	0	2	580.9	2
114459146	M	E36	53	5M	I6	GARDENA	CA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	2	204329399	GARDENA	90247	CA 	D	RG	6/29/2009	Y	2	2	3	0	663	1	3	2	0	1	0	0	2	328.2	4
120300093	M	E50	14	1M	I1	NEWPORT BEACH	CA	0	0	M	0	A	S	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1Y	22	204329408	NEWPORT BEACH	92660	CA 	H	RG	12/16/2011	Y	6	0	0	0	0	1	6	5	0	0	1	0	2	821.0876	7
37904373	F	E43	53	5M	I8	MARIETTA	GA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	11	204329409	MARIETTA	30066308390	GA 	A	RG	6/19/2008	Y	17	1	0	0	0	8	12	6	9	2	3	0	14	2440.38	20
6242745	M	E54	12	1M	K1	BETHEL	CT	0	0	M	4	A	S	3	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5N	19	204329412	BETHEL	6801294811	CT 	H	RG	7/21/2008		0	1	0	0	117	1	1	1	0	1	0	0	1	230.55	2
26337802	M	E51	52	1M	I1	FAIRFAX	VA	0	0	M	0	A	S	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5U	18	204329413	FAIRFAX	22030	VA 	K	FG	4/16/2011	Y	11	1	0	0	4263	6	8	1	2	6	3	0	13	2884.4821	14
36214892	M	E65	11	5M	I9	CONWAY	SC	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	39	204329430	CONWAY	29527436525	SC 	I	RG	10/15/2001	N	3	0	0	0	0	0	3	0	0	0	2	1	3	1048.98	3
44082722	F	E52	52	5M	K4	ORLANDO	FL	0	0	M	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5Y	19	204329433	ORLANDO	32825	FL 	F	PC	1/23/1998	Y	62	14	1	0	7664	15	71	50	28	3	1	0	36	5778.78	86
37503482	F	E60	54	5M	I5	SUWANEE	GA	0	0	Y	0	A	S	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5U	19	204329435	SUWANEE	30024198910	GA 	H	RG	4/23/1999	Y	5	0	0	0	275	2	3	3	2	0	0	0	2	553.71	5
100019653	M	E69	55	5M	I9	LA PORTE	TX	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	1	204329442	LA PORTE	77571	TX 	L	RG	2/16/2010	N	11	0	0	0	275	5	6	6	2	1	2	0	5	1188.29	11
125154008	M	E37	54	1M	I2	SANTA CLARA	CA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	9	204329444	SANTA CLARA	95051	CA 	J	RG	12/1/2011	Y	4	0	0	0	1277	4	0	0	0	1	0	0	4	960.75	4
62916733	M	E50	53	1M	I1	CINCINNATI	OH	0	0	Y	0	A	S	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5Y	17	204329449	CINCINNATI	45231274146	OH 	F	RG	4/24/2001	N	31	0	0	0	4583	1	30	9	14	4	3	0	22	3595.83	31
6474311	M	E58	54	5M	I6	AVENEL	NJ	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	13	204329452	AVENEL	7001138103	NJ 	F	RG	9/8/2011	Y	7	0	0	0	0	0	7	0	0	0	0	6	7	911.09	7
16926065	M	E54	53	1M	K3	HENRIETTA	NY	1	0	M	0	A	S	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	1Y	13	204329456	HENRIETTA	14467978756	NY 	H	RG	9/30/2008	N	9	3	0	0	0	0	14	3	4	6	1	0	11	1242.86	14
98385738	M	E63	13	1M	K1	HOUSTON	TX	0	0	M	0	A	S	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5N	14	204329462	HOUSTON	77070348211	TX 	H	RG	12/2/2005	N	1	0	0	0	0	0	1	0	0	0	0	0	1	238.5	1
122942927	M	E54	54	1M	I1	MOUNTAIN VIEW	CA	0	0	M	0	A	S	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1Y	22	204329489	MOUNTAIN VIEW	94040	CA 	K	RG	9/13/2012	Y	11	1	0	0	1254	4	9	0	8	4	1	0	13	1238.349	13
54083514	F	E58	51	1M	I1	CORRYTON	TN	0	0	Y	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	17	204329493	CORRYTON	37721500470	TN 	F	RG	9/30/2008	N	9	0	0	0	275	0	9	0	0	4	2	0	9	1407.49	9
126713111	M	E19	52	1M	I2	FAIR OAKS	CA	0	0	M	0	A	S	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	5N	18	204329520	FAIR OAKS	95628612132	CA 	H	RG	2/26/2000	N	2	0	0	0	275	2	0	1	1	0	0	0	1	310.45	2
7944457	M	E74	52	0U	I9	BELMAR	NJ	2	0	M	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5N	17	204329521	BELMAR	7719201008	NJ 	L	PL	11/21/2006	N	7	0	1	0	0	8	0	1	2	0	1	0	7	1545.64	8
78691848	M	E54	54	1M	I1	GURNEE	IL	0	0	U	0	A	S	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	11	204329523	GURNEE	60031410864	IL 	L	RG	12/5/2001	N	4	0	0	0	0	3	1	0	3	0	1	0	4	660.36	4
126856078	M	E53	53	1M	K1	ROSEVILLE	CA	1	0	M	0	A	S	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1Y	6	204329539	ROSEVILLE	95661	CA 	H	FG	1/4/2007	Y	52	1	0	0	6585	48	5	14	23	9	7	0	39	4937.57	53
127154390	M	E54	52	1M	I1	ELK GROVE	CA	0	0	M	1	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	8	204329540	ELK GROVE	95758131132	CA 	F	FG	7/11/1998	N	15	24	1	0	3333	39	0	8	5	13	4	0	31	3874.06	39
5381635	M	E44	14	1M	I1	WEST HARTFORD	CT	0	0	M	1	A	S	3	0	0	0	1	1	0	0	1	0	5	0	0	0	0	0	0	1	0	1	5Y	5	204329544	WEST HARTFORD	6117	CT 	J	RG	9/22/2012	Y	3	0	1	0	349	3	0	2	0	0	0	0	1	450.67	3
11284570	M	E60	54	5M	I8	IRVINGTON	NY	0	0	U	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	25	204329549	IRVINGTON	10533100020	NY 	L	RG	12/15/1994	N	0	4	0	0	0	4	0	1	1	2	0	0	3	364.48	4
65218210	M	E56	54	1M	K5	GRANGER	IN	0	0	M	0	A	S	5	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1Y	22	204329556	GRANGER	46530780870	IN 	G	RG	3/16/2004	N	2	1	0	0	275	1	4	1	2	0	1	0	4	377.62	5
107149218	M	E42	54	1M	I2	BOISE	ID	0	1	M	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	9	204329559	BOISE	83716315242	ID 	F	FG	3/26/2007	N	26	0	0	0	0	0	27	18	9	0	0	0	9	1998.47	27
96227837	M	E44	53	1M	I1	COLLEYVILLE	TX	1	0	M	0	A	S	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	5Y	11	204329569	COLLEYVILLE	76034820617	TX 	L	PC	9/23/1999	Y	32	1	0	0	7597	8	35	29	7	2	4	0	14	7101.62	43
90666321	F	E61	13	5U	K3	CABOT	AR	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	1	204329577	CABOT	72023	AR 	E	RG	3/21/2012	Y	1	0	0	0	0	0	1	0	0	0	1	0	1	241.48	1
53318859	F	E50	14	0U	I3	NASHVILLE	TN	0	0	U	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	1	204329581	NASHVILLE	37204	OH 	E	FG	8/10/2011	Y	9	0	1	0	1057	21	2	2	3	2	3	1	21	8982.8383	23
67554189	F	I35	52	1M	I8	MANCHESTER	MI	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	10	204329599	MANCHESTER	48158	MI 	F	RG	10/1/2016	Y	0	0	2	0	0	2	0	1	0	0	1	0	1	337.8955	2
30644116	F	E65	53	0U	I9	WINSTON SALEM	NC	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	3	204329609	WINSTON SALEM	27101	NC 	G	RG	8/25/2006	Y	10	0	0	0	275	11	0	0	1	4	3	0	11	1857.77	11
127431800	F	E49	54	1M	I1	SACRAMENTO	CA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	12	204329612	SACRAMENTO	95831186471	CA 	H	FG	1/6/2003	Y	29	3	0	0	2522	23	9	16	11	4	1	0	16	1576.9	32
31529403	F	E61	51	1M	K3	FUQUAY VARINA	NC	0	0	M	0	A	S	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1Y	13	204329623	FUQUAY VARINA	27526921740	NC 	G	RG	5/15/1992	Y	4	0	2	0	1060	4	0	0	0	1	1	0	4	857.12	4
51320842	F	E64	53	5M	I8	MADISON	AL	1	0	M	2	A	S	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	5Y	1	204329632	MADISON	35758	AL 	L	RG	3/6/1997	N	4	0	4	0	0	4	0	0	0	0	0	0	4	1383.52	4
7385218	M	E30	11	5S	I8	JERSEY CITY	NJ	0	0	M	0	B	A	3	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5U	21	204329635	JERSEY CITY	7047	NJ 	E	FG	12/6/2010	Y	10	0	0	0	1353	10	0	0	3	3	3	0	10	626.62	10
